name,stem,Adams filtration,weight,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target
{7-77},67,7,37,1,,,,{8-95},,,,
{7-78},67,7,36,0,,,,,,{8-102},,
{8-91},67,8,36,0,,,,,,,1,{9-125}
{9-102},67,9,37,0,,,,{10-112},,{10-116},,{10-128}
{9-103},67,9,36,0,,{10-110},,{10-111},,,,{10-131}
{9-106},67,9,38,1,,,,,,,,
{10-110},67,10,36,0,,{11-116},,,,,,{11-131}
{11-114},67,11,35,0,,,,,,{12-128},,
{11-115},67,11,38,1,,,,,,,,
{11-116},67,11,36,0,,{12-122},,,,,,{12-139}
{12-121},67,12,37,1,,,,{13-134},,,,
{12-122},67,12,36,0,1,{13-130},,,,,,
{13-128},67,13,40,1,,,,{14-141},,,,{14-162}
{13-130},67,13,37,2,,,,{14-142},,,3,{14-162}
{14-138},67,14,36,0,,{15-148},,{15-151},,t^2{15-158}+{15-159},,
{14-140},67,14,38,0,,{15-149},,,,{15-158},,
{15-146},67,15,39,1,,,,{16-162},,,,
{15-148},67,15,36,0,,{16-159},,,,{16-171},,
{15-149},67,15,38,1,,,,,,,,
{16-156},67,16,38,1,,,,{17-171},,,,
{16-159},67,16,36,0,,,,,1,{17-182},,
{17-166},67,17,37,0,,,,{18-174}+{18-176},3,{18-189},1,{18-210}
{17-168},67,17,37,1,,,,{18-176},3,{18-189},1,{18-210}
{18-170},67,18,40,1,,,,{19-177},,,,
{18-172},67,18,40,1,,,,{19-179},,,,
{19-168},67,19,39,1,,,,{20-180},,,,
{19-171},67,19,39,1,,,,{20-183},,,1,{20-229}
{19-173},67,19,39,1,,,,{20-185},,,,
{20-173},67,20,38,0,,t^3{21-180}+{21-182},,{21-184},,{21-206},,
{20-175},67,20,38,1,,,,{21-186},,,1,{21-237}
{20-176},67,20,42,1,,,,{21-187},,,,
{20-177},67,20,38,1,,,,{21-188},3,{21-205},1,{21-237}
{21-176},67,21,37,1,,,,{22-182},3,{22-199},,t^5{22-236}+t^5{22-238}
{21-178},67,21,41,1,,,,{22-184},,,1,{22-238}
{21-180},67,21,41,1,,,,{22-186},,,,
{21-182},67,21,38,2,,{22-180},3,{22-186},,{22-205},,
{22-173},67,22,36,1,,,,{23-178},,,1,{23-233}
{22-174},67,22,40,1,,,,{23-179},3,{23-199},,
{22-177},67,22,40,1,,,,{23-182},,,,
{22-180},67,22,38,2,,,,,1,{23-196},,
{23-169},67,23,39,1,,,,{24-176},3,{24-197},,
{23-171},67,23,39,1,,,,{24-178},3,{24-197},,
{23-172},67,23,43,1,,,,{24-179},,,,
{23-175},67,23,43,1,,,,{24-182},,,,
{23-176},67,23,36,0,,{24-174},,,,t^2{24-193}+{24-201},,
{24-166},67,24,38,1,,,,{25-172},,,,
{24-168},67,24,38,1,,,,{25-174},3,{25-196},5,{25-235}
{24-170},67,24,42,1,,,,{25-176},,,,
{24-172},67,24,42,1,,,,{25-178},,,1,{25-237}
{24-173},67,24,42,1,,,,{25-179},,,1,{25-237}
{24-174},67,24,36,0,1,{25-164},,,1,{25-190},,
{25-164},67,25,37,0,,,,{26-165},,,,
{25-166},67,25,37,1,,,,{26-167},3,{26-185},1,{26-224}
{25-167},67,25,41,1,,,,{26-168},,,,
{25-169},67,25,41,1,,,,{26-170},3,{26-188},,
{25-171},67,25,45,1,,,,{26-172},,,,
{26-158},67,26,40,1,,,,{27-159},,,,
{26-160},67,26,40,1,,,,{27-161},,t^3{27-182}+t^3{27-183},1,{27-222}
{26-161},67,26,44,1,,,,{27-162},,,,
{27-150},67,27,39,1,,,,{28-154},,t^3{28-174}+t^7{28-178},5,{28-216}
{27-153},67,27,43,1,,,,{28-157},3,{28-178},,
{27-155},67,27,43,1,,,,{28-159},3,{28-178},,
{28-144},67,28,38,1,,,,{29-147},,,,
{28-146},67,28,42,1,,,,{29-149},,,,
{28-148},67,28,42,1,,,,{29-151},3,{29-170},1,{29-211}
{28-150},67,28,46,1,,,,{29-153},,,,
{28-151},67,28,46,1,,,,{29-154},,,,
{29-138},67,29,37,1,,,,{30-138},,,,
{29-140},67,29,41,1,,,,{30-140},,,,
{29-142},67,29,41,1,,,,{30-142},,,1,{30-201}
{29-143},67,29,45,1,,,,{30-143},,,,
{29-145},67,29,45,1,,,,{30-145},,,,
{30-130},67,30,36,1,,,,{31-130},3,{31-148},,
{30-132},67,30,40,1,,,,{31-132},7,{31-154},,
{30-134},67,30,44,1,,,,{31-134},3,{31-154},,
{30-136},67,30,44,1,,,,{31-136},3,{31-154},1,{31-195}
{31-123},67,31,39,1,,,,{32-124},3,{32-142},,
{31-125},67,31,43,1,,,,{32-126},3,{32-145},,
{31-128},67,31,47,1,,,,{32-129},,,,
{32-115},67,32,38,1,,,,{33-116},,,,
{32-117},67,32,42,1,,,,{33-118},3,{33-136},,
{32-119},67,32,46,1,,,,{33-120},,,,
{32-121},67,32,46,1,,,,{33-122},,,,
{33-107},67,33,37,1,,,,{34-108},,,,
{33-108},67,33,41,1,,,,{34-109},,,,
{33-110},67,33,45,1,,,,{34-111},,,,
{33-112},67,33,45,1,,,,{34-113},,,,
{33-113},67,33,49,1,,,,{34-114},,,,
{33-114},67,33,34,0,,{34-107},,,,{34-132},,
{34-100},67,34,40,1,,,,{35-100},,,,
{34-102},67,34,44,1,,,,{35-102},,,,
{34-104},67,34,48,1,,,,{35-104},,,,
{34-106},67,34,48,1,,,,{35-106},,,1,{35-160}
{34-107},67,34,34,0,1,{35-92},,,,,,
{34-99},67,34,36,1,,,,{35-99},,,,
{35-92},67,35,35,0,,,,{36-92},3,{36-108},1,{36-142}
{35-94},67,35,43,1,,,,{36-94},3,{36-111},,
{35-96},67,35,47,1,,,,{36-96},3,{36-114},,
{36-86},67,36,42,1,,,,{37-86},7,{37-104},5,{37-138}
{36-88},67,36,46,1,,,,{37-88},,,,
{36-90},67,36,50,1,,,,{37-90},,,,
{37-79},67,37,41,1,,,,{38-79},,,,
{37-80},67,37,45,1,,,,{38-80},,,,
{37-82},67,37,49,1,,,,{38-82},,,,
{37-84},67,37,49,1,,,,{38-84},,,,
{38-72},67,38,40,1,,,,{39-72},,,1,{39-116}
{38-73},67,38,44,1,,,,{39-73},3,{39-88},,
{38-75},67,38,48,1,,,,{39-75},,,,
{38-77},67,38,52,1,,,,{39-77},,,,
{39-66},67,39,39,1,,,,{40-66},3,{40-79},1,{40-108}
{39-68},67,39,47,1,,,,{40-68},3,{40-82},,
{39-70},67,39,51,1,,,,{40-70},,,,
{40-62},67,40,46,1,,,,{41-62},7,{41-77},,
{40-64},67,40,50,1,,,,{41-64},3,{41-77},,
{41-57},67,41,45,1,,,,{42-57},,,,
{41-58},67,41,49,1,,,,{42-58},,,,
{41-60},67,41,53,1,,,,{42-60},,,,
{42-51},67,42,44,1,,,,{43-51},,,,
{42-52},67,42,48,1,,,,{43-52},,,,
{42-54},67,42,52,1,,,,{43-54},,,,
{43-47},67,43,43,1,,,,{44-47},,,1,{44-79}
{43-49},67,43,51,1,,,,{44-49},3,{44-60},,
{44-44},67,44,50,1,,,,{45-44},,,5,{45-77}
{44-46},67,44,54,1,,,,{45-46},,,,
{45-40},67,45,49,1,,,,{46-40},,,,
{45-41},67,45,53,1,,,,{46-41},,,,
{46-36},67,46,48,1,,,,{47-36},,,1,{47-62}
{46-37},67,46,52,1,,,,{47-37},3,{47-46},,
{47-32},67,47,47,1,,,,{48-32},,,1,{48-57}
{47-34},67,47,55,1,,,,{48-34},,,,
{48-30},67,48,54,1,,,,{49-30},,,,
{49-27},67,49,53,1,,,,{50-27},,,,
{49-28},67,49,57,1,,,,{50-28},,,,
{50-23},67,50,52,1,,,,{51-23},,,,
{50-24},67,50,56,1,,,,{51-24},,,,
{51-21},67,51,51,1,,,,{52-21},3,{52-27},1,{52-40}
{52-19},67,52,58,1,,,,{53-19},,,,
{53-17},67,53,57,1,,,,{54-17},,,,
{54-14},67,54,56,1,,,,{55-14},,,,
{54-15},67,54,60,1,,,,{55-15},,,,
{55-12},67,55,55,1,,,,{56-12},3,{56-17},1,{56-27}
{57-10},67,57,61,1,,,,{58-10},,,,
{58-8},67,58,60,1,,,,{59-8},,,,
{59-7},67,59,59,1,,,,{60-7},,,,
{62-4},67,62,64,1,,,,{63-4},,,,
{63-3},67,63,63,1,,,,{64-3},,,,
{4-37},68,4,36,0,,{5-56},,,,{5-61},,{5-64}
{5-56},68,5,36,0,,,,,,,,{6-85}
{6-70},68,6,36,0,,,,{7-82},,,,
{6-71},68,6,37,1,,,,{7-83},,,,
{7-79},68,7,37,0,,,,,,{8-103},,
{7-80},68,7,36,0,,t^1{8-93}+t^2{8-95},,,,,,{8-118}
{8-92},68,8,36,0,,{9-107},,{9-109}+t^1{9-112},,{9-115},,{9-128}+t^1{9-130}
{8-93},68,8,37,0,,,,{9-110}+t^1{9-111},,,,{9-130}
{8-95},68,8,38,1,,,,{9-111},,,,
{9-107},68,9,36,0,,{10-114},,,,{10-121},,{10-133}
{10-111},68,10,37,1,,,,{11-120},,,,
{10-112},68,10,38,0,,,,,1,{11-125},,
{10-114},68,10,36,0,,{11-119},,,3,{11-125},,{11-134}
{11-117},68,11,38,0,,{12-125},,,,{12-131},,
{11-119},68,11,36,0,,{12-126},,,,,,
{12-125},68,12,38,0,,,,,,{13-145},,
{12-126},68,12,36,0,,{13-135},,,,,,
{13-133},68,13,36,0,,{14-145},,,,t^2{14-152}+{14-154},,
{13-134},68,13,38,1,,,,{14-146},,,,
{13-135},68,13,36,0,,,,,,,,
{14-141},68,14,41,1,,,,{15-153},,,,
{14-142},68,14,38,1,,,,{15-154},,,,
{14-145},68,14,36,0,1,{15-151},,,,{15-162},,
{15-151},68,15,37,0,,,,{16-165},,,,
{16-160},68,16,40,0,,{17-173},,{17-176}+{17-178},,{17-188},,
{16-162},68,16,40,1,,,,{17-178},,,,
{17-171},68,17,39,1,,,,{18-182},,,,
{17-173},68,17,40,2,,{18-178},,,,{18-195},,
{18-174},68,18,38,1,,,,{19-182},,,,
{18-176},68,18,38,1,,,,{19-184},3,{19-200},1,{19-224}
{18-178},68,18,40,2,,,,,,t^1{19-198}+t^1{19-200},,
{19-174},68,19,37,1,1,{20-186},,{20-187},1,{20-209},5,{20-235}
{19-177},68,19,41,1,,,,{20-190},,,,
{19-179},68,19,41,1,,,,{20-192},,,,
{19-180},68,19,38,0,,{20-186},,,,{20-209},,
{20-180},68,20,40,1,,,,{21-192},,,,
{20-183},68,20,40,1,,,,{21-195},,,1,{21-245}
{20-185},68,20,40,1,,,,{21-197},,,,
{20-186},68,20,38,2,1,{21-184},,,1,{21-209},,
{21-184},68,21,39,3,,,,{22-190},,,,
{21-186},68,21,39,1,,,,{22-192},,,1,{22-246}
{21-187},68,21,43,1,,,,{22-193},,,,
{21-188},68,21,39,1,,,,{22-194},3,{22-213},1,{22-246}
{22-182},68,22,38,1,,,,{23-187},3,{23-205},,t^5{23-244}+t^5{23-246}
{22-184},68,22,42,1,,,,{23-189},,,1,{23-246}
{22-186},68,22,42,1,,,,{23-191},,,,
{22-188},68,22,36,0,1,{23-178},2,{23-185},,,,
{23-178},68,23,37,1,,,,{24-185},,,1,{24-244}
{23-179},68,23,41,1,,,,{24-186},3,{24-207},,
{23-182},68,23,41,1,,,,{24-189},,,,
{24-176},68,24,40,1,,,,{25-182},3,{25-204},,
{24-178},68,24,40,1,,,,{25-184},3,{25-204},,
{24-179},68,24,44,1,,,,{25-185},,,,
{24-182},68,24,44,1,,,,{25-188},,,,
{25-172},68,25,39,1,,,,{26-174},,,,
{25-174},68,25,39,1,,,,{26-176},3,{26-198},5,{26-239}
{25-176},68,25,43,1,,,,{26-178},,,,
{25-178},68,25,43,1,,,,{26-180},,,1,{26-241}
{25-179},68,25,43,1,,,,{26-181},,,1,{26-241}
{26-165},68,26,38,1,,,,{27-166},,,,
{26-167},68,26,38,1,,,,{27-168},3,{27-187},1,{27-227}
{26-168},68,26,42,1,,,,{27-169},,,,
{26-170},68,26,42,1,,,,{27-171},3,{27-190},,
{26-172},68,26,46,1,,,,{27-173},,,,
{27-157},68,27,37,1,,,,{28-161},7,{28-185},5,{28-224}
{27-159},68,27,41,1,,,,{28-163},,,,
{27-161},68,27,41,1,,,,{28-165},,t^3{28-187}+t^3{28-188},1,{28-228}
{27-162},68,27,45,1,,,,{28-166},,,,
{28-152},68,28,36,0,,{29-155},,{29-156},,t^3{29-175}+{29-183},,
{28-154},68,28,40,1,,,,{29-158},,t^3{29-178}+t^7{29-182},5,{29-222}
{28-157},68,28,44,1,,,,{29-161},3,{29-182},,
{28-159},68,28,44,1,,,,{29-163},3,{29-182},,
{29-147},68,29,39,1,,,,{30-148},,,,
{29-149},68,29,43,1,,,,{30-150},,,,
{29-151},68,29,43,1,,,,{30-152},3,{30-171},1,{30-214}
{29-153},68,29,47,1,,,,{30-154},,,,
{29-154},68,29,47,1,,,,{30-155},,,,
{29-155},68,29,36,0,,{30-146},,,,{30-175},,
{30-138},68,30,38,1,,,,{31-138},,,,
{30-140},68,30,42,1,,,,{31-140},,,,
{30-142},68,30,42,1,,,,{31-142},,,1,{31-203}
{30-143},68,30,46,1,,,,{31-143},,,,
{30-145},68,30,46,1,,,,{31-145},,,,
{30-146},68,30,36,0,1,{31-130},,,,,,
{31-130},68,31,37,1,,,,{32-131},3,{32-150},,
{31-132},68,31,41,1,,,,{32-133},7,{32-156},,
{31-134},68,31,45,1,,,,{32-135},3,{32-156},,
{31-136},68,31,45,1,,,,{32-137},3,{32-156},1,{32-199}
{32-124},68,32,40,1,,,,{33-125},3,{33-144},,
{32-126},68,32,44,1,,,,{33-127},3,{33-147},,
{32-129},68,32,48,1,,,,{33-130},,,,
{33-116},68,33,39,1,,,,{34-116},,,,
{33-118},68,33,43,1,,,,{34-118},3,{34-137},,
{33-120},68,33,47,1,,,,{34-120},,,,
{33-122},68,33,47,1,,,,{34-122},,,,
{34-108},68,34,38,1,,,,{35-108},,,,
{34-109},68,34,42,1,,,,{35-109},,,,
{34-111},68,34,46,1,,,,{35-111},,,,
{34-113},68,34,46,1,,,,{35-113},,,,
{34-114},68,34,50,1,,,,{35-114},,,,
{35-100},68,35,41,1,,,,{36-100},,,,
{35-102},68,35,45,1,,,,{36-102},,,,
{35-104},68,35,49,1,,,,{36-104},,,,
{35-106},68,35,49,1,,,,{36-106},,,1,{36-161}
{35-99},68,35,37,1,,,,{36-99},,,,
{36-92},68,36,36,1,,,,{37-92},3,{37-108},1,{37-142}
{36-94},68,36,44,1,,,,{37-94},3,{37-111},,
{36-96},68,36,48,1,,,,{37-96},3,{37-114},,
{37-86},68,37,43,1,,,,{38-86},7,{38-104},5,{38-138}
{37-88},68,37,47,1,,,,{38-88},,,,
{37-90},68,37,51,1,,,,{38-90},,,,
{38-79},68,38,42,1,,,,{39-79},,,,
{38-80},68,38,46,1,,,,{39-80},,,,
{38-82},68,38,50,1,,,,{39-82},,,,
{38-84},68,38,50,1,,,,{39-84},,,,
{39-72},68,39,41,1,,,,{40-72},,,1,{40-116}
{39-73},68,39,45,1,,,,{40-73},3,{40-88},,
{39-75},68,39,49,1,,,,{40-75},,,,
{39-77},68,39,53,1,,,,{40-77},,,,
{40-66},68,40,40,1,,,,{41-66},3,{41-79},1,{41-108}
{40-68},68,40,48,1,,,,{41-68},3,{41-82},,
{40-70},68,40,52,1,,,,{41-70},,,,
{41-62},68,41,47,1,,,,{42-62},7,{42-77},,
{41-64},68,41,51,1,,,,{42-64},3,{42-77},,
{42-57},68,42,46,1,,,,{43-57},,,,
{42-58},68,42,50,1,,,,{43-58},,,,
{42-60},68,42,54,1,,,,{43-60},,,,
{43-51},68,43,45,1,,,,{44-51},,,,
{43-52},68,43,49,1,,,,{44-52},,,,
{43-54},68,43,53,1,,,,{44-54},,,,
{44-47},68,44,44,1,,,,{45-47},,,1,{45-79}
{44-49},68,44,52,1,,,,{45-49},3,{45-60},,
{45-44},68,45,51,1,,,,{46-44},,,5,{46-77}
{45-46},68,45,55,1,,,,{46-46},,,,
{46-40},68,46,50,1,,,,{47-40},,,,
{46-41},68,46,54,1,,,,{47-41},,,,
{47-36},68,47,49,1,,,,{48-36},,,1,{48-62}
{47-37},68,47,53,1,,,,{48-37},3,{48-46},,
{48-32},68,48,48,1,,,,{49-32},,,1,{49-57}
{48-34},68,48,56,1,,,,{49-34},,,,
{49-30},68,49,55,1,,,,{50-30},,,,
{50-27},68,50,54,1,,,,{51-27},,,,
{50-28},68,50,58,1,,,,{51-28},,,,
{51-23},68,51,53,1,,,,{52-23},,,,
{51-24},68,51,57,1,,,,{52-24},,,,
{52-21},68,52,52,1,,,,{53-21},3,{53-27},1,{53-40}
{53-19},68,53,59,1,,,,{54-19},,,,
{54-17},68,54,58,1,,,,{55-17},,,,
{55-14},68,55,57,1,,,,{56-14},,,,
{55-15},68,55,61,1,,,,{56-15},,,,
{56-12},68,56,56,1,,,,{57-12},3,{57-17},1,{57-27}
{58-10},68,58,62,1,,,,{59-10},,,,
{59-8},68,59,61,1,,,,{60-8},,,,
{60-7},68,60,60,1,,,,{61-7},,,,
{63-4},68,63,65,1,,,,,,,,
{64-3},68,64,64,1,,,,,,,,
{3-28},69,3,36,0,,,,,,{4-43},,
{4-39},69,4,36,0,,{5-58},,{5-59},,,,
{5-58},69,5,36,0,,{6-73},,,,,,
{6-72},69,6,37,0,,,,{7-84},,,,{7-101}
{6-73},69,6,36,0,1,{7-82},,,,,,
{7-82},69,7,37,0,,,,{8-102},,,,
{7-83},69,7,38,1,,,,{8-101},,,,
{8-96},69,8,38,0,,{9-112},,,,{9-119},,
{8-97},69,8,37,0,,,,{9-113},,,,{9-134}
{9-109},69,9,37,0,,,,t^1{10-116}+{10-118},2,{10-122},,{10-134}
{9-110},69,9,38,1,,,1,{10-119},,,,
{9-111},69,9,39,1,,,,{10-119},,,,
{9-112},69,9,38,0,,,,,1,{10-122},,
{10-115},69,10,36,0,,{11-122},,,,{11-127},,
{11-120},69,11,38,1,,,,{12-129},,,,
{11-121},69,11,38,0,,,,,2,{12-133},1,{12-143}
{11-122},69,11,36,0,,,,,4,{12-133},,
{13-138},69,13,36,0,,,,{14-151},,,,t^1{14-167}+t^5{14-169}
{14-146},69,14,39,1,,,,{15-158},,,,
{15-152},69,15,40,0,,{16-166},,,,{16-177},,
{15-153},69,15,42,1,,,,,,,,
{15-154},69,15,39,1,,,,{16-168},,,,
{16-165},69,16,38,1,,,,{17-182},,,,
{16-166},69,16,40,2,1,{17-176},,,1,{17-191},,
{17-175},69,17,37,1,,,,{18-186},,,,
{17-176},69,17,41,3,,,,{18-187},,,,
{17-178},69,17,41,1,,,,{18-189},,,,
{18-180},69,18,36,0,,{19-187},,{19-190},,t^3{19-205}+{19-207},,t^1{19-230}+{19-234}
{18-182},69,18,40,1,,,,{19-192},,,,
{18-184},69,18,38,0,1,{19-182},2,{19-188},1,{19-205},,
{19-182},69,19,39,1,,,,{20-197},,,,
{19-184},69,19,39,1,,,,{20-199},3,{20-215},1,{20-243}
{19-187},69,19,36,0,,{20-194},,,,{20-217},,{20-245}
{20-187},69,20,38,1,,,,{21-200},,,5,{21-251}
{20-190},69,20,42,1,,,,{21-203},,,,
{20-192},69,20,42,1,,,,{21-205},,,,
{20-194},69,20,36,0,,{21-198},,,1,{21-219},,{21-254}
{21-191},69,21,37,0,3,{22-190},,{22-198}+t^4{22-202},3,{22-216},,t^5{22-249}+t^5{22-254}
{21-192},69,21,41,1,,,,{22-199},,,,
{21-195},69,21,41,1,,,,{22-202},,,1,{22-254}
{21-197},69,21,41,1,,,,{22-204},,,,
{21-198},69,21,36,0,,{22-196},1,{22-198},,,,{22-257}
{22-190},69,22,40,1,,,,{23-196},,,,
{22-192},69,22,40,1,,,,{23-198},,,1,{23-254}
{22-193},69,22,44,1,,,,{23-199},,,,
{22-194},69,22,40,1,,,,{23-200},3,{23-219},1,{23-254}
{22-196},69,22,36,0,,{23-193},,,,,1,{23-247}
{23-185},69,23,39,1,,,,{24-193},,,,
{23-187},69,23,39,1,,,,{24-195},3,{24-213},,t^5{24-255}+t^5{24-257}
{23-189},69,23,43,1,,,,{24-197},,,1,{24-257}
{23-191},69,23,43,1,,,,{24-199},,,,
{23-193},69,23,36,0,,{24-192},,,,,2,{24-258}
{24-183},69,24,38,0,,{25-189},,{25-190},,{25-217},,
{24-185},69,24,38,1,,,,{25-192},,,1,{25-254}
{24-186},69,24,42,1,,,,{25-193},3,{25-214},,
{24-189},69,24,42,1,,,,{25-196},,,,
{24-192},69,24,36,0,2,{25-189},,,,,3,{25-249}
{25-182},69,25,41,1,,,,{26-185},3,{26-207},,
{25-184},69,25,41,1,,,,{26-187},3,{26-207},,
{25-185},69,25,45,1,,,,{26-188},,,,
{25-188},69,25,45,1,,,,{26-191},,,,
{25-189},69,25,38,0,,{26-182},,,,{26-211},,
{26-174},69,26,40,1,,,,{27-176},,,,
{26-176},69,26,40,1,,,,{27-178},3,{27-200},5,{27-243}
{26-178},69,26,44,1,,,,{27-180},,,,
{26-180},69,26,44,1,,,,{27-182},,,1,{27-245}
{26-181},69,26,44,1,,,,{27-183},,,1,{27-245}
{26-182},69,26,38,0,1,{27-166},,,1,{27-194},,
{27-166},69,27,39,1,,,,{28-171},,,,
{27-168},69,27,39,1,,,,{28-173},3,{28-192},1,{28-234}
{27-169},69,27,43,1,,,,{28-174},,,,
{27-171},69,27,43,1,,,,{28-176},3,{28-195},,
{27-173},69,27,47,1,,,,{28-178},,,,
{27-174},69,27,36,0,,{28-170},3,{28-171},,{28-199},,
{28-161},69,28,38,1,,,,{29-165},7,{29-190},5,{29-230}
{28-163},69,28,42,1,,,,{29-167},,,,
{28-165},69,28,42,1,,,,{29-169},,t^3{29-192}+t^3{29-193},1,{29-234}
{28-166},69,28,46,1,,,,{29-170},,,,
{28-170},69,28,36,0,1,{29-156},,,1,{29-184},,
{29-156},69,29,37,0,,,,{30-156},3,{30-177},,
{29-158},69,29,41,1,,,,{30-158},,t^3{30-180}+t^7{30-184},5,{30-224}
{29-161},69,29,45,1,,,,{30-161},3,{30-184},,
{29-163},69,29,45,1,,,,{30-163},3,{30-184},,
{30-148},69,30,40,1,,,,{31-148},,,,
{30-150},69,30,44,1,,,,{31-150},,,,
{30-152},69,30,44,1,,,,{31-152},3,{31-172},1,{31-216}
{30-154},69,30,48,1,,,,{31-154},,,,
{30-155},69,30,48,1,,,,{31-155},,,,
{31-138},69,31,39,1,,,,{32-140},,,,
{31-140},69,31,43,1,,,,{32-142},,,,
{31-142},69,31,43,1,,,,{32-144},,,1,{32-207}
{31-143},69,31,47,1,,,,{32-145},,,,
{31-145},69,31,47,1,,,,{32-147},,,,
{32-131},69,32,38,1,,,,{33-132},3,{33-153},,
{32-133},69,32,42,1,,,,{33-134},7,{33-159},,
{32-135},69,32,46,1,,,,{33-136},3,{33-159},,
{32-137},69,32,46,1,,,,{33-138},3,{33-159},1,{33-202}
{33-125},69,33,41,1,,,,{34-125},3,{34-145},,
{33-127},69,33,45,1,,,,{34-127},3,{34-148},,
{33-130},69,33,49,1,,,,{34-130},,,,
{34-116},69,34,40,1,,,,{35-116},,,,
{34-118},69,34,44,1,,,,{35-118},3,{35-138},,
{34-120},69,34,48,1,,,,{35-120},,,,
{34-122},69,34,48,1,,,,{35-122},,,,
{35-108},69,35,39,1,,,,{36-108},,,,
{35-109},69,35,43,1,,,,{36-109},,,,
{35-111},69,35,47,1,,,,{36-111},,,,
{35-113},69,35,47,1,,,,{36-113},,,,
{35-114},69,35,51,1,,,,{36-114},,,,
{36-100},69,36,42,1,,,,{37-100},,,,
{36-102},69,36,46,1,,,,{37-102},,,,
{36-104},69,36,50,1,,,,{37-104},,,,
{36-106},69,36,50,1,,,,{37-106},,,1,{37-162}
{36-99},69,36,38,1,,,,{37-99},,,,
{37-92},69,37,37,1,,,,{38-92},3,{38-108},1,{38-143}
{37-94},69,37,45,1,,,,{38-94},3,{38-111},,
{37-96},69,37,49,1,,,,{38-96},3,{38-114},,
{38-86},69,38,44,1,,,,{39-86},7,{39-104},5,{39-138}
{38-88},69,38,48,1,,,,{39-88},,,,
{38-90},69,38,52,1,,,,{39-90},,,,
{39-79},69,39,43,1,,,,{40-79},,,,
{39-80},69,39,47,1,,,,{40-80},,,,
{39-82},69,39,51,1,,,,{40-82},,,,
{39-84},69,39,51,1,,,,{40-84},,,,
{40-72},69,40,42,1,,,,{41-72},,,1,{41-116}
{40-73},69,40,46,1,,,,{41-73},3,{41-88},,
{40-75},69,40,50,1,,,,{41-75},,,,
{40-77},69,40,54,1,,,,{41-77},,,,
{41-66},69,41,41,1,,,,{42-66},3,{42-79},1,{42-108}
{41-68},69,41,49,1,,,,{42-68},3,{42-82},,
{41-70},69,41,53,1,,,,{42-70},,,,
{42-62},69,42,48,1,,,,{43-62},7,{43-77},,
{42-64},69,42,52,1,,,,{43-64},3,{43-77},,
{43-57},69,43,47,1,,,,{44-57},,,,
{43-58},69,43,51,1,,,,{44-58},,,,
{43-60},69,43,55,1,,,,{44-60},,,,
{44-51},69,44,46,1,,,,{45-51},,,,
{44-52},69,44,50,1,,,,{45-52},,,,
{44-54},69,44,54,1,,,,{45-54},,,,
{45-47},69,45,45,1,,,,{46-47},,,1,{46-79}
{45-49},69,45,53,1,,,,{46-49},3,{46-60},,
{46-44},69,46,52,1,,,,{47-44},,,5,{47-77}
{46-46},69,46,56,1,,,,{47-46},,,,
{47-40},69,47,51,1,,,,{48-40},,,,
{47-41},69,47,55,1,,,,{48-41},,,,
{48-36},69,48,50,1,,,,{49-36},,,1,{49-62}
{48-37},69,48,54,1,,,,{49-37},3,{49-46},,
{49-32},69,49,49,1,,,,{50-32},,,1,{50-57}
{49-34},69,49,57,1,,,,{50-34},,,,
{50-30},69,50,56,1,,,,{51-30},,,,
{51-27},69,51,55,1,,,,{52-27},,,,
{51-28},69,51,59,1,,,,{52-28},,,,
{52-23},69,52,54,1,,,,{53-23},,,,
{52-24},69,52,58,1,,,,{53-24},,,,
{53-21},69,53,53,1,,,,{54-21},3,{54-27},1,{54-40}
{54-19},69,54,60,1,,,,{55-19},,,,
{55-17},69,55,59,1,,,,{56-17},,,,
{56-14},69,56,58,1,,,,{57-14},,,,
{56-15},69,56,62,1,,,,{57-15},,,,
{57-12},69,57,57,1,,,,{58-12},3,{58-17},,
{59-10},69,59,63,1,,,,{60-10},,,,
{60-8},69,60,62,1,,,,{61-8},,,,
{61-7},69,61,61,1,,,,{62-7},,,,
{2-19},70,2,36,0,,{3-29},,{3-30},,,,{3-31}
{3-29},70,3,36,0,,{4-41},,,,,,{4-44}
{4-40},70,4,37,0,,,,{5-61},,,,
{4-41},70,4,36,0,,{5-60},,,,,,
{5-59},70,5,37,0,,,,{6-77},,,,
{5-60},70,5,36,0,,,,,,,,
{6-74},70,6,38,0,,{7-85},,,,{7-92},,
{7-84},70,7,38,0,,,,{8-103},,,,
{7-85},70,7,38,0,,{8-102},,,,{8-110},,
{8-101},70,8,39,1,,,,{9-118},,,,
{8-102},70,8,38,1,,,1,{9-116},,,,
{8-98},70,8,39,0,,,,{9-116},,{9-122},,{9-136}
{9-113},70,9,38,0,,,,{10-120},,,,
{10-116},70,10,39,0,,,,,,{11-128},,
{10-118},70,10,38,1,,,2,{11-125},1,{11-128},,
{10-119},70,10,40,1,,,,{11-125},,,,
{12-128},70,12,37,0,,,,,4,{13-148},,
{12-129},70,12,39,1,,,,{13-145},2,{13-148},1,{13-161}
{13-139},70,13,39,1,,,,{14-152},,,,
{14-147},70,14,40,0,,{15-158},,,,{15-167},,t^1{15-179}+t^2{15-180}
{14-148},70,14,38,0,,{15-159},,{15-160},,{15-168},,
{14-151},70,14,37,0,,,,t^1{15-160}+{15-162},,,,t^1{15-178}+t^5{15-180}
