name,stem,Adams filtration,weight,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target
{15-158},70,15,40,1,,,,,,,,
{15-159},70,15,38,0,,{16-171},,,,{16-181},,
{16-168},70,16,40,1,,,,{17-186},,,,
{16-171},70,16,38,0,1,{17-182},,,1,{17-195},,
{17-180},70,17,39,0,,t^3{18-187}+t^3{18-189},,{18-192}+{18-194},3,{18-205},,
{17-182},70,17,39,1,,,,{18-194},,,,
{17-183},70,17,36,0,,{18-190},3,{18-194},,t^6{18-205}+{18-207},,t^6{18-229}+{18-230}
{18-186},70,18,38,1,,,,{19-197},,,,
{18-187},70,18,42,1,,,,{19-198},,,,
{18-189},70,18,42,1,,,,{19-200},,,,
{18-190},70,18,36,0,,{19-194},,,,t^1{19-210}+t^5{19-213},,t^7{19-238}+{19-241}
{19-188},70,19,41,1,,,,{20-203},,,,
{19-190},70,19,37,0,,,,{20-205},3,{20-222},1,{20-249}
{19-192},70,19,41,1,,,,{20-207},,,,
{19-194},70,19,36,0,,{20-201},,,,,,{20-254}
{20-195},70,20,40,0,,{21-206},,{21-209},,t^3{21-229}+{21-230},1,{21-261}
{20-197},70,20,40,1,,,,{21-211},,,,
{20-199},70,20,40,1,,,,{21-213},3,{21-229},1,{21-261}
{20-201},70,20,36,0,,{21-207},,,,,1,{21-256}
{21-200},70,21,39,1,,,,{22-208},,,5,{22-263}
{21-203},70,21,43,1,,,,{22-211},,,,
{21-205},70,21,43,1,,,,{22-213},,,,
{21-206},70,21,40,2,,{22-205},,,,{22-230},,
{21-207},70,21,36,0,,{22-206},,,,,,
{22-198},70,22,38,1,,,,{23-204},3,{23-222},5,{23-258}
{22-199},70,22,42,1,,,,{23-205},,,,
{22-202},70,22,42,1,,,,{23-208},,,1,{23-263}
{22-204},70,22,42,1,,,,{23-210},,,,
{22-205},70,22,40,2,1,{23-196},,,1,{23-222},,
{22-206},70,22,36,0,,t^1{23-194}+t^5{23-196}+t^2{23-202},,,,,,
{23-194},70,23,37,0,3,{24-193},,{24-202},3,{24-223},,
{23-196},70,23,41,1,,,,{24-204},,,,
{23-198},70,23,41,1,,,,{24-206},,,1,{24-266}
{23-199},70,23,45,1,,,,{24-207},,,,
{23-200},70,23,41,1,,,,{24-208},3,{24-228},1,{24-266}
{23-202},70,23,38,0,,{24-201},3,{24-204},,{24-229},,
{24-193},70,24,40,1,,,,{25-200},,,,
{24-195},70,24,40,1,,,,{25-202},3,{25-221},,t^5{25-266}+t^5{25-268}
{24-197},70,24,44,1,,,,{25-204},,,1,{25-268}
{24-199},70,24,44,1,,,,{25-206},,,,
{24-201},70,24,38,0,1,{25-190},,,1,{25-218},,
{25-190},70,25,39,0,,,,{26-192},3,{26-215},,
{25-192},70,25,39,1,,,,{26-194},,,1,{26-259}
{25-193},70,25,43,1,,,,{26-195},3,{26-218},,
{25-196},70,25,43,1,,,,{26-198},,,,
{26-185},70,26,42,1,,,,{27-187},3,{27-210},,
{26-187},70,26,42,1,,,,{27-189},3,{27-210},,
{26-188},70,26,46,1,,,,{27-190},,,,
{26-191},70,26,46,1,,,,{27-193},,,,
{27-176},70,27,41,1,,,,{28-181},,,,
{27-178},70,27,41,1,,,,{28-183},3,{28-206},5,{28-250}
{27-180},70,27,45,1,,,,{28-185},,,,
{27-182},70,27,45,1,,,,{28-187},,,1,{28-252}
{27-183},70,27,45,1,,,,{28-188},,,1,{28-252}
{28-171},70,28,40,1,,,,{29-175},,,,
{28-173},70,28,40,1,,,,{29-177},3,{29-197},1,{29-240}
{28-174},70,28,44,1,,,,{29-178},,,,
{28-176},70,28,44,1,,,,{29-180},3,{29-200},,
{28-178},70,28,48,1,,,,{29-182},,,,
{29-165},70,29,39,1,,,,{30-166},7,{30-191},5,{30-233}
{29-167},70,29,43,1,,,,{30-168},,,,
{29-169},70,29,43,1,,,,{30-170},,t^3{30-193}+t^3{30-194},1,{30-237}
{29-170},70,29,47,1,,,,{30-171},,,,
{30-156},70,30,38,1,,,,{31-156},3,{31-178},,
{30-158},70,30,42,1,,,,{31-158},,t^3{31-181}+t^7{31-185},5,{31-226}
{30-161},70,30,46,1,,,,{31-161},3,{31-185},,
{30-163},70,30,46,1,,,,{31-163},3,{31-185},,
{31-146},70,31,37,1,,,,{32-148},,,5,{32-214}
{31-148},70,31,41,1,,,,{32-150},,,,
{31-150},70,31,45,1,,,,{32-152},,,,
{31-152},70,31,45,1,,,,{32-154},3,{32-175},1,{32-220}
{31-154},70,31,49,1,,,,{32-156},,,,
{31-155},70,31,49,1,,,,{32-157},,,,
{32-139},70,32,36,0,,{33-140},,{33-141},,{33-170},,
{32-140},70,32,40,1,,,,{33-142},,,,
{32-142},70,32,44,1,,,,{33-144},,,,
{32-144},70,32,44,1,,,,{33-146},,,1,{33-211}
{32-145},70,32,48,1,,,,{33-147},,,,
{32-147},70,32,48,1,,,,{33-149},,,,
{33-132},70,33,39,1,,,,{34-133},3,{34-153},,
{33-134},70,33,43,1,,,,{34-135},7,{34-159},,
{33-136},70,33,47,1,,,,{34-137},3,{34-159},,
{33-138},70,33,47,1,,,,{34-139},3,{34-159},1,{34-203}
{33-140},70,33,36,0,,{34-132},,,,{34-161},,
{34-125},70,34,42,1,,,,{35-125},3,{35-145},,
{34-127},70,34,46,1,,,,{35-127},3,{35-148},,
{34-130},70,34,50,1,,,,{35-130},,,,
{34-132},70,34,36,0,,,,,1,{35-142},,
{35-116},70,35,41,1,,,,{36-116},,,,
{35-118},70,35,45,1,,,,{36-118},3,{36-138},,
{35-120},70,35,49,1,,,,{36-120},,,,
{35-122},70,35,49,1,,,,{36-122},,,,
{36-108},70,36,40,1,,,,{37-108},,,,
{36-109},70,36,44,1,,,,{37-109},,,,
{36-111},70,36,48,1,,,,{37-111},,,,
{36-113},70,36,48,1,,,,{37-113},,,,
{36-114},70,36,52,1,,,,{37-114},,,,
{37-100},70,37,43,1,,,,{38-100},,,,
{37-102},70,37,47,1,,,,{38-102},,,,
{37-104},70,37,51,1,,,,{38-104},,,,
{37-106},70,37,51,1,,,,{38-106},,,1,{38-162}
{37-99},70,37,39,1,,,,{38-99},,,,
{38-92},70,38,38,1,,,,{39-92},3,{39-108},1,{39-143}
{38-94},70,38,46,1,,,,{39-94},3,{39-111},,
{38-96},70,38,50,1,,,,{39-96},3,{39-114},,
{39-86},70,39,45,1,,,,{40-86},7,{40-104},5,{40-138}
{39-88},70,39,49,1,,,,{40-88},,,,
{39-90},70,39,53,1,,,,{40-90},,,,
{40-79},70,40,44,1,,,,{41-79},,,,
{40-80},70,40,48,1,,,,{41-80},,,,
{40-82},70,40,52,1,,,,{41-82},,,,
{40-84},70,40,52,1,,,,{41-84},,,,
{41-72},70,41,43,1,,,,{42-72},,,1,{42-116}
{41-73},70,41,47,1,,,,{42-73},3,{42-88},,
{41-75},70,41,51,1,,,,{42-75},,,,
{41-77},70,41,55,1,,,,{42-77},,,,
{42-66},70,42,42,1,,,,{43-66},3,{43-79},1,{43-108}
{42-68},70,42,50,1,,,,{43-68},3,{43-82},,
{42-70},70,42,54,1,,,,{43-70},,,,
{43-62},70,43,49,1,,,,{44-62},7,{44-77},,
{43-64},70,43,53,1,,,,{44-64},3,{44-77},,
{44-57},70,44,48,1,,,,{45-57},,,,
{44-58},70,44,52,1,,,,{45-58},,,,
{44-60},70,44,56,1,,,,{45-60},,,,
{45-51},70,45,47,1,,,,{46-51},,,,
{45-52},70,45,51,1,,,,{46-52},,,,
{45-54},70,45,55,1,,,,{46-54},,,,
{46-47},70,46,46,1,,,,{47-47},,,1,{47-79}
{46-49},70,46,54,1,,,,{47-49},3,{47-60},,
{47-44},70,47,53,1,,,,{48-44},,,5,{48-77}
{47-46},70,47,57,1,,,,{48-46},,,,
{48-40},70,48,52,1,,,,{49-40},,,,
{48-41},70,48,56,1,,,,{49-41},,,,
{49-36},70,49,51,1,,,,{50-36},,,1,{50-62}
{49-37},70,49,55,1,,,,{50-37},3,{50-46},,
{50-32},70,50,50,1,,,,{51-32},,,1,{51-57}
{50-34},70,50,58,1,,,,{51-34},,,,
{51-30},70,51,57,1,,,,{52-30},,,,
{52-27},70,52,56,1,,,,{53-27},,,,
{52-28},70,52,60,1,,,,{53-28},,,,
{53-23},70,53,55,1,,,,{54-23},,,,
{53-24},70,53,59,1,,,,{54-24},,,,
{54-21},70,54,54,1,,,,{55-21},3,{55-27},1,{55-40}
{55-19},70,55,61,1,,,,{56-19},,,,
{56-17},70,56,60,1,,,,{57-17},,,,
{57-14},70,57,59,1,,,,{58-14},,,,
{57-15},70,57,63,1,,,,{58-15},,,,
{58-12},70,58,58,1,,,,{59-12},3,{59-17},,
{60-10},70,60,64,1,,,,{61-10},,,,
{61-8},70,61,63,1,,,,,,,,
{62-7},70,62,62,1,,,,,,,,
{3-30},71,3,37,0,,,,{4-43},,,,
{4-42},71,4,37,0,,,,{5-62},,,,
{5-61},71,5,38,0,,,,,,,,
{6-76},71,6,38,0,1,{7-86},,{7-90},,,,{7-108}
{6-77},71,6,38,0,,,,{7-91},,,,
{7-86},71,7,39,0,,,,{8-105},,,,{8-126}
{8-103},71,8,39,1,,,,,,,,
{9-115},71,9,38,0,,{10-121},,,,,,
{9-116},71,9,40,1,,,,{10-122},,,,{10-141}
{9-118},71,9,40,1,,,,{10-124},,,,
{10-120},71,10,39,1,,,,{11-126},,,,
{10-121},71,10,38,0,3,{11-125},,,,,,
{11-123},71,11,38,0,2,{12-131},3,{12-133},,{12-139},,
{11-125},71,11,41,1,,,,,,,,
{12-131},71,12,40,0,,{13-145},,,,{13-152},,
{12-132},71,12,37,0,3,{13-145},,{13-147},,,,
{13-141},71,13,38,0,,{14-154},,,,{14-160},2,{14-175}
{13-142},71,13,41,0,,,,,,{14-161}+t^1{14-162},1,{14-172}
{13-143},71,13,40,1,,,,{14-156},1,{14-161},,{14-175}
{13-144},71,13,38,0,,{14-155},,,,t^4{14-162}+{14-164},,
{13-145},71,13,40,1,,,,,,,,
{14-152},71,14,40,1,,,,{15-164},,,,
{14-154},71,14,38,0,,{15-162},,,,t^1{15-169}+{15-171},,
{14-155},71,14,38,0,1,{15-160},,,1,{15-169},,
{15-160},71,15,39,0,,,,{16-175},,,,
{15-162},71,15,38,0,,,,,,,,
{16-172},71,16,42,0,,{17-188},,{17-191},,{17-201},,
{17-186},71,17,41,1,,,,{18-200},,,,
{17-188},71,17,42,2,,{18-195},,,,{18-212},,
{18-192},71,18,40,1,,,,{19-203},3,{19-218},,
{18-194},71,18,40,1,,,,{19-205},,,,
{18-195},71,18,42,2,,t^1{19-198}+t^1{19-200},,,1,{19-218},,
{19-195},71,19,39,1,1,{20-209},,{20-210},1,{20-231},,t^1{20-257}+t^5{20-258}
{19-197},71,19,39,1,,,,{20-212},,,,
{19-198},71,19,43,1,,,,{20-213},,,,
{19-200},71,19,43,1,,,,{20-215},,,,
{19-201},71,19,40,0,,t^2{20-203}+{20-209},,t^3{20-213}+t^3{20-215},,{20-231},,
{20-203},71,20,42,1,,,,{21-217},,,,
{20-205},71,20,38,0,,,,{21-219},3,{21-237},1,{21-267}
{20-207},71,20,42,1,,,,{21-221},,,,
{20-209},71,20,40,2,1,{21-209},2,{21-217},1,{21-233},,
{21-209},71,21,41,3,,,,{22-216},,t^3{22-236}+t^3{22-238},1,{22-272}
{21-211},71,21,41,1,,,,{22-218},,,,
{21-213},71,21,41,1,,,,{22-220},3,{22-238},1,{22-272}
{22-208},71,22,40,1,,,,{23-214},,,5,{23-273}
{22-211},71,22,44,1,,,,{23-217},,,,
{22-213},71,22,44,1,,,,{23-219},,,,
{22-214},71,22,38,0,,,2,{23-211},,t^1{23-230}+t^5{23-231}+t^1{23-233},7,{23-273}
{23-204},71,23,39,1,,,,{24-212},3,{24-232},5,{24-271}
{23-205},71,23,43,1,,,,{24-213},,,,
{23-208},71,23,43,1,,,,{24-216},,,1,{24-276}
{23-210},71,23,43,1,,,,{24-218},,,,
{24-202},71,24,38,1,,,,{25-209},3,{25-232},,
{24-204},71,24,42,1,,,,{25-211},,,,
{24-206},71,24,42,1,,,,{25-213},,,1,{25-277}
{24-207},71,24,46,1,,,,{25-214},,,,
{24-208},71,24,42,1,,,,{25-215},3,{25-237},1,{25-277}
{25-199},71,25,37,0,3,{26-192},,{26-202},,t^3{26-222}+t^3{26-224},1,{26-264}
{25-200},71,25,41,1,,,,{26-203},,,,
{25-202},71,25,41,1,,,,{26-205},3,{26-225},,t^5{26-271}+t^5{26-273}
{25-204},71,25,45,1,,,,{26-207},,,1,{26-273}
{25-206},71,25,45,1,,,,{26-209},,,,
{26-192},71,26,40,1,,,,{27-194},3,{27-218},,
{26-194},71,26,40,1,,,,{27-196},,,1,{27-263}
{26-195},71,26,44,1,,,,{27-197},3,{27-221},,
{26-198},71,26,44,1,,,,{27-200},,,,
{27-184},71,27,39,1,,,,{28-189},3,{28-212},5,{28-258}
{27-187},71,27,43,1,,,,{28-192},3,{28-216},,
{27-189},71,27,43,1,,,,{28-194},3,{28-216},,
{27-190},71,27,47,1,,,,{28-195},,,,
{27-193},71,27,47,1,,,,{28-198},,,,
{28-179},71,28,38,0,,{29-183},,{29-184},,t^3{29-205}+{29-214},,
{28-181},71,28,42,1,,,,{29-186},,,,
{28-183},71,28,42,1,,,,{29-188},3,{29-211},5,{29-257}
{28-185},71,28,46,1,,,,{29-190},,,,
{28-187},71,28,46,1,,,,{29-192},,,1,{29-259}
{28-188},71,28,46,1,,,,{29-193},,,1,{29-259}
{29-175},71,29,41,1,,,,{30-177},,,,
{29-177},71,29,41,1,,,,{30-179},3,{30-199},1,{30-244}
{29-178},71,29,45,1,,,,{30-180},,,,
{29-180},71,29,45,1,,,,{30-182},3,{30-202},,
{29-182},71,29,49,1,,,,{30-184},,,,
{29-183},71,29,38,0,,{30-175},,,,{30-206},,
{30-166},71,30,40,1,,,,{31-167},7,{31-192},5,{31-236}
{30-168},71,30,44,1,,,,{31-169},,,,
{30-170},71,30,44,1,,,,{31-171},,t^3{31-194}+t^3{31-195},1,{31-240}
{30-171},71,30,48,1,,,,{31-172},,,,
{30-175},71,30,38,0,,,,,1,{31-186},,
{31-156},71,31,39,1,,,,{32-159},3,{32-181},,
{31-158},71,31,43,1,,,,{32-161},,t^3{32-184}+t^7{32-188},5,{32-231}
{31-161},71,31,47,1,,,,{32-164},3,{32-188},,
{31-163},71,31,47,1,,,,{32-166},3,{32-188},,
{31-165},71,31,36,0,,{32-158},,,,t^2{32-179}+t^6{32-181}+{32-189},,{32-235}
{32-148},71,32,38,1,,,,{33-151},,,5,{33-218}
{32-150},71,32,42,1,,,,{33-153},,,,
{32-152},71,32,46,1,,,,{33-155},,,,
{32-154},71,32,46,1,,,,{33-157},3,{33-178},1,{33-224}
{32-156},71,32,50,1,,,,{33-159},,,,
{32-157},71,32,50,1,,,,{33-160},,,,
{32-158},71,32,36,0,,{33-150},,,1,{33-171},,{33-227}
{33-141},71,33,37,0,,,,{34-142},,,,
{33-142},71,33,41,1,,,,{34-143},,,,
{33-144},71,33,45,1,,,,{34-145},,,,
{33-146},71,33,45,1,,,,{34-147},,,1,{34-211}
{33-147},71,33,49,1,,,,{34-148},,,,
{33-149},71,33,49,1,,,,{34-150},,,,
{33-150},71,33,36,0,,{34-141},,,,,,{34-216}
{34-133},71,34,40,1,,,,{35-134},3,{35-153},,
{34-135},71,34,44,1,,,,{35-136},7,{35-159},,
{34-137},71,34,48,1,,,,{35-138},3,{35-159},,
{34-139},71,34,48,1,,,,{35-140},3,{35-159},1,{35-203}
{34-141},71,34,36,0,,{35-132},,,,,1,{35-192}
{35-125},71,35,43,1,,,,{36-126},3,{36-145},,
{35-127},71,35,47,1,,,,{36-128},3,{36-148},,
{35-130},71,35,51,1,,,,{36-131},,,,
{35-132},71,35,36,0,,{36-124},,,,,,
{36-116},71,36,42,1,,,,{37-116},,,,
{36-118},71,36,46,1,,,,{37-118},3,{37-138},,
{36-120},71,36,50,1,,,,{37-120},,,,
{36-122},71,36,50,1,,,,{37-122},,,,
{36-124},71,36,36,0,,,,,,,,
{37-108},71,37,41,1,,,,{38-108},,,,
{37-109},71,37,45,1,,,,{38-109},,,,
{37-111},71,37,49,1,,,,{38-111},,,,
{37-113},71,37,49,1,,,,{38-113},,,,
{37-114},71,37,53,1,,,,{38-114},,,,
{38-100},71,38,44,1,,,,{39-100},,,,
{38-102},71,38,48,1,,,,{39-102},,,,
{38-104},71,38,52,1,,,,{39-104},,,,
{38-106},71,38,52,1,,,,{39-106},,,1,{39-162}
{38-99},71,38,40,1,,,,{39-99},,,,
{39-92},71,39,39,1,,,,{40-92},3,{40-108},1,{40-143}
{39-94},71,39,47,1,,,,{40-94},3,{40-111},,
{39-96},71,39,51,1,,,,{40-96},3,{40-114},,
{40-86},71,40,46,1,,,,{41-86},7,{41-104},5,{41-138}
{40-88},71,40,50,1,,,,{41-88},,,,
{40-90},71,40,54,1,,,,{41-90},,,,
{41-79},71,41,45,1,,,,{42-79},,,,
{41-80},71,41,49,1,,,,{42-80},,,,
{41-82},71,41,53,1,,,,{42-82},,,,
{41-84},71,41,53,1,,,,{42-84},,,,
{42-72},71,42,44,1,,,,{43-72},,,1,{43-116}
{42-73},71,42,48,1,,,,{43-73},3,{43-88},,
{42-75},71,42,52,1,,,,{43-75},,,,
{42-77},71,42,56,1,,,,{43-77},,,,
{43-66},71,43,43,1,,,,{44-66},3,{44-79},1,{44-108}
{43-68},71,43,51,1,,,,{44-68},3,{44-82},,
{43-70},71,43,55,1,,,,{44-70},,,,
{44-62},71,44,50,1,,,,{45-62},7,{45-77},,
{44-64},71,44,54,1,,,,{45-64},3,{45-77},,
{45-57},71,45,49,1,,,,{46-57},,,,
{45-58},71,45,53,1,,,,{46-58},,,,
{45-60},71,45,57,1,,,,{46-60},,,,
{46-51},71,46,48,1,,,,{47-51},,,,
{46-52},71,46,52,1,,,,{47-52},,,,
{46-54},71,46,56,1,,,,{47-54},,,,
{47-47},71,47,47,1,,,,{48-47},,,1,{48-79}
{47-49},71,47,55,1,,,,{48-49},3,{48-60},,
{48-44},71,48,54,1,,,,{49-44},,,5,{49-77}
{48-46},71,48,58,1,,,,{49-46},,,,
{49-40},71,49,53,1,,,,{50-40},,,,
{49-41},71,49,57,1,,,,{50-41},,,,
{50-36},71,50,52,1,,,,{51-36},,,1,{51-62}
{50-37},71,50,56,1,,,,{51-37},3,{51-46},,
{51-32},71,51,51,1,,,,{52-32},,,1,{52-57}
{51-34},71,51,59,1,,,,{52-34},,,,
{52-30},71,52,58,1,,,,{53-30},,,,
{53-27},71,53,57,1,,,,{54-27},,,,
{53-28},71,53,61,1,,,,{54-28},,,,
{54-23},71,54,56,1,,,,{55-23},,,,
{54-24},71,54,60,1,,,,{55-24},,,,
{55-21},71,55,55,1,,,,{56-21},3,{56-27},,
{56-19},71,56,62,1,,,,{57-19},,,,
{57-17},71,57,61,1,,,,{58-17},,,,
{58-14},71,58,60,1,,,,{59-14},,,,
{58-15},71,58,64,1,,,,{59-15},,,,
{59-12},71,59,59,1,,,,{60-12},,,,
{61-10},71,61,65,1,,,,,,,,
{4-43},72,4,38,0,,,,,,,,
{5-62},72,5,38,0,,,,{6-81},,,,
{6-78},72,6,37,0,,,,{7-94},,,1,{7-111}
{7-90},72,7,39,1,1,{8-105},,{8-109},,,,
{7-91},72,7,39,1,,,,{8-110},,,,
{8-105},72,8,40,1,,,,{9-122},,,,{9-143}
{8-106},72,8,38,0,,,,{9-123},,,,t^2{9-143}+t^1{9-144}
{8-108},72,8,38,0,2,{9-119},,,,,1,{9-144}
{9-119},72,9,40,0,1,{10-122},,,,{10-132},,
{10-122},72,10,41,1,,,,,,,,
{10-124},72,10,41,1,,,,{11-129},,,,
{10-125},72,10,38,0,,{11-127},,,,{11-134},,
{11-126},72,11,40,1,,,,{12-136},,,,
{11-127},72,11,38,0,4,{12-133},,,,,,
{12-133},72,12,42,0,,,,{13-148},,{13-153},,{13-167}
{13-147},72,13,38,0,,,,{14-159},,,,
{14-156},72,14,41,1,,,,{15-167},,,2,{15-181}
{15-163},72,15,42,0,,{16-177},,,,{16-187},,
{15-164},72,15,41,1,,,,{16-179},,,,
{16-175},72,16,40,1,,,,{17-195},,,,
{16-177},72,16,42,2,1,{17-191},,,1,{17-204},,
{17-190},72,17,39,1,,,,{18-204},,,,
{17-191},72,17,43,3,,,,{18-205},,,,
{18-197},72,18,38,0,,{19-207},,{19-210},,{19-227},1,{19-253}
{18-200},72,18,42,1,,,,{19-213},,,,
{18-202},72,18,40,0,1,{19-205},,t^2{19-208}+t^2{19-213},1,{19-223},,
{19-203},72,19,41,1,,,,{20-220},3,{20-235},,
{19-205},72,19,41,1,,,,{20-222},,,,
{19-207},72,19,38,0,,{20-217},,,,{20-238},,
{20-210},72,20,40,1,,,,{21-224},,,,t^1{21-275}+t^5{21-276}
{20-212},72,20,40,1,,,,{21-226},,,,
{20-213},72,20,44,1,,,,{21-227},,,,
{20-215},72,20,44,1,,,,{21-229},,,,
{20-217},72,20,38,0,1,{21-219},,,,,,
{21-216},72,21,39,0,3,{22-216},,{22-223}+{22-226},,,,
{21-217},72,21,43,1,,,,{22-224},,,,
{21-219},72,21,39,0,,,,{22-226},3,{22-246},1,{22-278}
{21-221},72,21,43,1,,,,{22-228},,,,
{22-216},72,22,42,1,,,,{23-222},,t^3{23-244}+t^3{23-246},1,{23-282}
{22-218},72,22,42,1,,,,{23-224},,,,
{22-220},72,22,42,1,,,,{23-226},3,{23-246},1,{23-282}
{23-211},72,23,41,1,,,,{24-220},3,{24-242},5,{24-286}
{23-214},72,23,41,1,,,,{24-223},,,5,{24-286}
{23-217},72,23,45,1,,,,{24-226},,,,
{23-219},72,23,45,1,,,,{24-228},,,,
{24-210},72,24,40,0,,t^3{25-211}+{25-217},,{25-218},,t^3{25-241}+{25-247},5,{25-283}
{24-212},72,24,40,1,,,,{25-220},3,{25-241},5,{25-283}
{24-213},72,24,44,1,,,,{25-221},,,,
{24-216},72,24,44,1,,,,{25-224},,,1,{25-288}
{24-218},72,24,44,1,,,,{25-226},,,,
{25-209},72,25,39,1,,,,{26-213},3,{26-236},,
{25-211},72,25,43,1,,,,{26-215},,,,
{25-213},72,25,43,1,,,,{26-217},,,1,{26-284}
{25-214},72,25,47,1,,,,{26-218},,,,
{25-215},72,25,43,1,,,,{26-219},3,{26-241},1,{26-284}
{25-217},72,25,40,2,,{26-211},3,{26-215},,{26-242},,
{26-202},72,26,38,0,,,,{27-205},,t^3{27-225}+t^3{27-227},1,{27-269}
{26-203},72,26,42,1,,,,{27-206},,,,
{26-205},72,26,42,1,,,,{27-208},3,{27-228},,t^5{27-276}+t^5{27-278}
{26-207},72,26,46,1,,,,{27-210},,,1,{27-278}
{26-209},72,26,46,1,,,,{27-212},,,,
{26-211},72,26,40,2,1,{27-194},,,,,,
{27-194},72,27,41,1,,,,{28-200},3,{28-224},,
{27-196},72,27,41,1,,,,{28-202},,,1,{28-272}
{27-197},72,27,45,1,,,,{28-203},3,{28-227},,
{27-200},72,27,45,1,,,,{28-206},,,,
{27-203},72,27,38,0,,{28-199},3,{28-200},,{28-230},,
{28-189},72,28,40,1,,,,{29-194},3,{29-218},5,{29-266}
{28-192},72,28,44,1,,,,{29-197},3,{29-222},,
{28-194},72,28,44,1,,,,{29-199},3,{29-222},,
{28-195},72,28,48,1,,,,{29-200},,,,
{28-198},72,28,48,1,,,,{29-203},,,,
{28-199},72,28,38,0,1,{29-184},,,1,{29-215},,
{29-184},72,29,39,0,,,,{30-185},3,{30-208},,
{29-186},72,29,43,1,,,,{30-187},,,,
{29-188},72,29,43,1,,,,{30-189},3,{30-214},5,{30-261}
{29-190},72,29,47,1,,,,{30-191},,,,
{29-192},72,29,47,1,,,,{30-193},,,1,{30-263}
{29-193},72,29,47,1,,,,{30-194},,,1,{30-263}
{30-177},72,30,42,1,,,,{31-178},,,,
{30-179},72,30,42,1,,,,{31-180},3,{31-201},1,{31-248}
{30-180},72,30,46,1,,,,{31-181},,,,
{30-182},72,30,46,1,,,,{31-183},3,{31-204},,
{30-184},72,30,50,1,,,,{31-185},,,,
{31-167},72,31,41,1,,,,{32-170},7,{32-196},5,{32-242}
{31-169},72,31,45,1,,,,{32-172},,,,
{31-171},72,31,45,1,,,,{32-174},,t^3{32-198}+t^3{32-199},1,{32-246}
{31-172},72,31,49,1,,,,{32-175},,,,
{32-159},72,32,40,1,,,,{33-161},3,{33-184},,
{32-161},72,32,44,1,,,,{33-163},,t^3{33-187}+t^7{33-191},5,{33-236}
{32-164},72,32,48,1,,,,{33-166},3,{33-191},,
{32-166},72,32,48,1,,,,{33-168},3,{33-191},,
{33-151},72,33,39,1,,,,{34-151},,,5,{34-219}
{33-153},72,33,43,1,,,,{34-153},,,,
{33-155},72,33,47,1,,,,{34-155},,,,
{33-157},72,33,47,1,,,,{34-157},3,{34-178},1,{34-225}
{33-159},72,33,51,1,,,,{34-159},,,,
{33-160},72,33,51,1,,,,{34-160},,,,
{34-142},72,34,38,0,,,,{35-142},,,,
{34-143},72,34,42,1,,,,{35-143},,,,
{34-145},72,34,46,1,,,,{35-145},,,,
{34-147},72,34,46,1,,,,{35-147},,,1,{35-211}
{34-148},72,34,50,1,,,,{35-148},,,,
{34-150},72,34,50,1,,,,{35-150},,,,
{35-133},72,35,37,0,,,,{36-133},,,1,{36-194}
{35-134},72,35,41,1,,,,{36-134},3,{36-154},,
{35-136},72,35,45,1,,,,{36-136},7,{36-160},,
{35-138},72,35,49,1,,,,{36-138},3,{36-160},,
{35-140},72,35,49,1,,,,{36-140},3,{36-160},1,{36-205}
{36-126},72,36,44,1,,,,{37-126},3,{37-145},,
{36-128},72,36,48,1,,,,{37-128},3,{37-148},,
{36-131},72,36,52,1,,,,{37-131},,,,
{37-116},72,37,43,1,,,,{38-116},,,,
{37-118},72,37,47,1,,,,{38-118},3,{38-138},,
{37-120},72,37,51,1,,,,{38-120},,,,
{37-122},72,37,51,1,,,,{38-122},,,,
{38-108},72,38,42,1,,,,{39-108},,,,
{38-109},72,38,46,1,,,,{39-109},,,,
{38-111},72,38,50,1,,,,{39-111},,,,
{38-113},72,38,50,1,,,,{39-113},,,,
{38-114},72,38,54,1,,,,{39-114},,,,
{39-100},72,39,45,1,,,,{40-100},,,,
{39-102},72,39,49,1,,,,{40-102},,,,
{39-104},72,39,53,1,,,,{40-104},,,,
{39-106},72,39,53,1,,,,{40-106},,,1,{40-162}
{39-99},72,39,41,1,,,,{40-99},,,,
{40-92},72,40,40,1,,,,{41-92},3,{41-108},1,{41-143}
{40-94},72,40,48,1,,,,{41-94},3,{41-111},,
{40-96},72,40,52,1,,,,{41-96},3,{41-114},,
{41-86},72,41,47,1,,,,{42-86},7,{42-104},5,{42-138}
{41-88},72,41,51,1,,,,{42-88},,,,
{41-90},72,41,55,1,,,,{42-90},,,,
{42-79},72,42,46,1,,,,{43-79},,,,
{42-80},72,42,50,1,,,,{43-80},,,,
{42-82},72,42,54,1,,,,{43-82},,,,
{42-84},72,42,54,1,,,,{43-84},,,,
{43-72},72,43,45,1,,,,{44-72},,,1,{44-116}
{43-73},72,43,49,1,,,,{44-73},3,{44-88},,
{43-75},72,43,53,1,,,,{44-75},,,,
{43-77},72,43,57,1,,,,{44-77},,,,
{44-66},72,44,44,1,,,,{45-66},3,{45-79},1,{45-108}
{44-68},72,44,52,1,,,,{45-68},3,{45-82},,
{44-70},72,44,56,1,,,,{45-70},,,,
{45-62},72,45,51,1,,,,{46-62},7,{46-77},,
{45-64},72,45,55,1,,,,{46-64},3,{46-77},,
{46-57},72,46,50,1,,,,{47-57},,,,
{46-58},72,46,54,1,,,,{47-58},,,,
{46-60},72,46,58,1,,,,{47-60},,,,
