name,stem,Adams filtration,weight,h0target,h1target,h2target,h3target,drinfo,drvalue
v1^6v3^1[5-14],93,12,49,,,,,2,v1^6v2^2[6-11]
v1^4v2^3[5-14],93,12,49,,,,,,
v2^4v4^1[7-3],93,12,50,,,,,2,v1^2v2^4[8-7]
v3^4v4^1[7-0],93,12,50,,loc,,,2,v3^6[8-0]
v1^8v2^2[3-13],93,13,48,v0^1v1^8v2^2[3-13],,,,,
v1^1v2^6v3^1[5-7],93,13,49,,v1^2v2^5v3^1[6-7],,,,
v0^1v2^4v4^1[7-3],93,13,50,,,,,,
v0^1v3^4v4^1[7-0],93,13,50,,,,,,
v1^2v2^4[7-7],93,13,50,,,,,,
v2^1v3^1[11-6],93,13,52,,,,,2,v2^3[12-4]
v1^1v2^1[11-8],93,13,52,,v1^2[12-9],,,,
[13-11],93,13,53,,,,,,
v0^1v1^8v2^2[3-13],93,14,48,v0^2v1^8v2^2[3-13],,,,,
v0^2v3^4v4^1[7-0],93,14,50,,,,,,
v1^4v3^1[9-12],93,14,51,,,,,3,v2^2v3^5[10-0]
v1^2v2^3[9-12],93,14,51,,,,,,
v0^2v1^8v2^2[3-13],93,15,48,,,,,,
v1^6v2^2[7-9],93,15,50,,,,,,
[15-5],93,15,54,,[16-4],v1^2[16-3]+v1^22v2^1v4^1[16-0],[16-6]+v2^1[16-4],,
v1^10v2^1[5-14],93,16,49,,v1^10v2^1[6-11],,,,
v1^2v3^1[13-5],93,16,53,,,,,3,v1^2v3^1v4^2[14-0]
v2^3[13-5],93,16,53,,,,,,
v1^14[3-13],93,17,48,,v2^15[4-0],,,,
v1^2v2^7v3^3[5-0],93,17,49,,loc,,,2,v1^4v2^6v3^3[6-0]
v2^5v3^1[11-1],93,17,52,,,,,3,v2^4v3^4[12-0]
v2^1v3^1v4^2[13-0],93,17,53,,loc,,,,
[17-3],93,17,55,,[18-3]+v2^1[18-2]+v1^16v2^5v3^1[18-0]+v1^20v2^1v4^1[18-0],,[18-6],,
v1^8v2^1[9-12],93,18,51,,,,,,
v1^4v3^1v4^2[11-0],93,18,52,,loc,,,,
v2^1[17-2],93,18,55,,,,,3,v3^1v4^2[18-0]
v1^4v2^1v3^5[9-0],93,19,51,,loc,,,2,v1^6v3^5[10-0]
v2^9v4^1[9-0],93,19,51,,loc,,,2,v2^9v3^2[10-0]
v1^7v2^1[11-6],93,19,52,,,,,2,v0^1v1^2v2^3v3^2v4^1[12-0]
v0^1v1^4v3^1v4^2[11-0],93,19,52,,,,,,
v1^2v2^1v3^1[15-1],93,19,54,,,,,,
v1^4v2^8v4^1[7-0],93,20,50,,loc,,,2,v1^4v2^8v3^2[8-0]
v1^6v2^3v3^4[7-0],93,20,50,,loc,,,2,v1^6v2^5v3^3[8-0]
v0^1v1^7v2^1[11-6],93,20,52,,,,,2,v0^2v1^2v2^3v3^2v4^1[12-0]
v0^2v1^4v3^1v4^2[11-0],93,20,52,,,,,,
v1^4v2^11v3^1[5-0],93,21,49,,loc,,,2,v1^4v2^13[6-0]
v0^1v1^6v2^3v3^4[7-0],93,21,50,,,,,2,v0^1v1^8v2^2v3^4[8-0]
v0^1v1^4v2^8v4^1[7-0],93,21,50,,,,,,
v1^6v2^13[3-0],93,22,48,,loc,,,2,v1^8v2^12[4-0]
v0^2v1^6v2^3v3^4[7-0],93,22,50,,,,,2,v0^2v1^8v2^2v3^4[8-0]
v0^2v1^4v2^8v4^1[7-0],93,22,50,,,,,,
v0^1v1^6v2^13[3-0],93,23,48,,,,,2,v0^1v1^8v2^12[4-0]
v1^4v2^1v5^1[17-0],93,23,55,,loc,,,2,v1^4v2^1v4^2[18-0]
v0^2v1^6v2^13[3-0],93,24,48,,,,,2,v0^2v1^8v2^12[4-0]
v1^8v5^1[15-0],93,24,54,,loc,,,2,v1^8v4^2[16-0]
v0^3v1^6v2^13[3-0],93,25,48,,,,,2,v0^3v1^14v2^3v3^3[4-0]
v1^8v2^1v3^2v4^1[13-0],93,25,53,,loc,,,2,v1^8v2^1v3^4[14-0]
v0^1v1^8v5^1[15-0],93,25,54,,,,,,
v0^4v1^6v2^13[3-0],93,26,48,,,,,2,v0^4v1^14v2^3v3^3[4-0]
v1^10v2^3v3^1v4^1[11-0],93,26,52,,loc,,,2,v1^10v2^3v3^3[12-0]
v0^2v1^8v5^1[15-0],93,26,54,,,,,,
v0^5v1^6v2^13[3-0],93,27,48,,,,,2,v0^5v1^14v2^3v3^3[4-0]
v1^10v2^6v3^2[9-0],93,27,51,,loc,,,,
v0^1v1^10v2^3v3^1v4^1[11-0],93,27,52,,,,,2,v0^1v1^12v2^2v3^1v4^1[12-0]
v0^6v1^6v2^13[3-0],93,28,48,,,,,2,v0^6v1^14v2^3v3^3[4-0]
v1^14v2^5v3^2[7-0],93,28,50,,loc,,,2,v1^18v2^1v3^3[8-0]
v0^2v1^10v2^3v3^1v4^1[11-0],93,28,52,,,,,2,v0^2v1^12v2^2v3^1v4^1[12-0]
v1^16v2^7v3^1[5-0],93,29,49,,loc,,,2,v1^16v2^9[6-0]
v1^20v2^1v3^3[5-0],93,29,49,,loc,,,,
v0^1v1^14v2^5v3^2[7-0],93,29,50,,,,,,
v1^18v2^9[3-0],93,30,48,,loc,,,2,v1^20v2^8[4-0]
v0^2v1^14v2^5v3^2[7-0],93,30,50,,,,,,
v0^1v1^18v2^9[3-0],93,31,48,,,,,2,v0^1v1^22v2^5v3^1[4-0]
v0^2v1^18v2^9[3-0],93,32,48,,,,,2,v0^2v1^22v2^5v3^1[4-0]
v1^24v2^1v4^1[9-0],93,35,51,,loc,,,2,v1^24v2^1v3^2[10-0]
v1^28v4^1[7-0],93,36,50,,loc,,,2,v1^28v3^2[8-0]
v1^28v2^3v3^1[5-0],93,37,49,,loc,,,2,v1^28v2^5[6-0]
v0^1v1^28v4^1[7-0],93,37,50,,,,,,
v1^30v2^5[3-0],93,38,48,,loc,,,2,v1^32v2^4[4-0]
v0^2v1^28v4^1[7-0],93,38,50,,,,,,
v0^2v1^30v2^5[3-0],93,40,48,,,,,,
v1^30v2^2v3^1[7-0],93,40,50,,loc,,,,
v1^20v2^4v3^1[15-0],93,40,54,,loc,,,,
v1^24v4^1[15-0],93,40,54,,loc,,,,
v1^10v2^6v3^1[23-0],93,40,58,,loc,,,,
v1^14v2^2v4^1[23-0],93,40,58,,loc,,,,
[4-23],94,4,49,,v2^15[5-0]+v1^32v2^2v3^1[5-0],,,,
v2^2[4-18],94,6,49,,,v2^2[5-20],,,
[6-21],94,6,50,v1^2v2^5v3^1[6-7]+v1^10v2^1[6-11],v3^4[7-3]+v1^1v2^1v3^2[7-6],v0^2v4^3[7-0]+v1^1v2^5[7-7],v4^2[7-4]+v1^1v2^1v3^2[7-7]+v1^2v2^9v3^1[7-1]+v1^32v4^1[7-0],,
v3^4[4-5],94,8,49,,,,,3,v1^2v3^4[5-3]
v4^2[6-3],94,8,50,,,,,5,v0^1v3^4v4^1[7-0]
v2^2v3^1[6-11],94,9,50,,,,,2,v2^4[7-9]
v0^1v4^2[6-3],94,9,50,,,,,,
v4^1[8-7],94,9,51,,,,,2,v3^2[9-8]
v1^2v2^4[4-12],94,10,49,,,,,2,v1^4v2^3[5-14]
v0^1v2^2v3^1[6-11],94,10,50,,,,,,
v2^1v3^3[6-7],94,10,50,v1^2v2^5v3^1[6-7]+v1^10v2^1[6-11],v1^1v2^1v3^2[7-6],v0^2v4^3[7-0],v1^1v2^1v3^2[7-7]+v1^28v2^4v3^1[7-0]+v1^32v4^1[7-0],,
v2^2v3^1v4^1[6-5],94,10,50,v1^2v2^5v3^1[6-7]+v1^10v2^1[6-11],,v0^2v4^3[7-0]+v1^1v2^5[7-7],,,
v2^2[8-15],94,10,51,,v2^7[9-3],,,,
v3^2[8-8],94,10,51,,,,,,
v1^2v2^1v3^1v4^1[6-6],94,11,50,,,,,2,v1^2v2^4[7-7]
v0^2v2^2v3^1[6-11],94,11,50,,,,,,
v1^2v2^2v3^4[4-2],94,12,49,,v2^8v3^3[5-0]+v0^1v2^12[5-1]+v1^32v2^2v3^1[5-0],,,,
v2^2v3^4[6-1],94,12,50,,,,,2,v0^2v3^4v4^1[7-0]
v1^2v2^1v3^1[8-11],94,12,51,,,,,2,v1^2v2^3[9-12]
v2^4[8-10],94,12,51,,,,,,
v2^4[8-11],94,12,51,,,,,,
v1^1v3^1[10-11],94,12,52,,,,,,
v3^2[10-7],94,12,52,,,,,,
v1^6v3^1[6-11],94,13,50,,,,,2,v1^6v2^2[7-9]
v1^4v2^3[6-11],94,13,50,,,,,,
v1^8v2^2[4-12],94,14,49,,,,,,
v1^2v2^5v3^1[6-7],94,14,50,,,,,,
v2^4v3^2[8-2],94,14,51,,,,,4,v1^8v2^1[9-12]
v2^1v3^1[12-4],94,14,53,,,,,2,v2^3[13-5]
v1^2[12-9],94,14,53,,,,,,
v2^8v3^3[4-0],94,15,49,,loc,,,,
v1^4v3^1[10-10],94,15,52,,,,,3,v1^4v3^1v4^2[11-0]
v1^2v2^3[10-10],94,15,52,,,,,,
v2^12[4-2],94,16,49,,,,,,
v2^2v3^3v4^1[10-0],94,16,52,,loc,,,2,v2^2v3^5[11-0]
v3^2[14-1],94,16,54,,v1^1v3^1[15-3],,v1^1v4^1[15-1]+v1^4[15-5]+v1^5v3^1[15-2]+v1^18v2^6v3^1[15-0],,
[16-4],94,16,55,,[17-5],,[17-7]+v2^1[17-5],,
v1^10v2^1[6-11],94,17,50,,,,,,
v1^2v2^2v3^5[8-0],94,17,51,,loc,,,,
v0^1v2^2v3^3v4^1[10-0],94,17,52,,,,,2,v0^1v1^4v3^1v4^2[11-0]
v1^2v3^1[14-4],94,17,54,,,,,3,v1^2v3^1v4^2[15-0]
v0^1v3^2[14-1],94,17,54,,,,,,
v2^10v3^2[6-0],94,18,50,,loc,,,2,v1^2v2^9v3^2[7-0]
v1^4v2^4v3^4[6-0],94,18,50,,loc,,,2,v1^4v2^6v3^3[7-0]
v0^2v2^2v3^3v4^1[10-0],94,18,52,,,,,2,v0^2v1^4v3^1v4^2[11-0]
v2^8[10-1],94,18,52,,,v1^2v2^5v3^1[11-1]+v1^24v2^4v3^1[11-0]+v1^28v4^1[11-0],,,
v1^1v2^5[12-2],94,18,53,,,,,3,v2^4v3^4[13-0]
v2^2[16-2],94,18,55,,,,,,
[18-3],94,18,56,,v2^1[19-1],v1^1v2^1[19-1]+v1^14v2^6v3^1[19-0]+v1^18v2^2v4^1[19-0],[19-4],,
v1^2v2^12v3^1[4-0],94,19,49,,loc,,,2,v1^2v2^14[5-0]
v0^1v2^10v3^2[6-0],94,19,50,,,,,2,v0^1v1^4v2^8v4^1[7-0]
v0^1v1^4v2^4v3^4[6-0],94,19,50,,,,,,
v0^1v2^8[10-1],94,19,52,,,,,,
v2^1[18-2],94,19,56,,v2^1[19-1],v1^1v2^1[19-1]+v1^14v2^6v3^1[19-0]+v1^18v2^2v4^1[19-0],,,
v1^4v2^14[2-0],94,20,48,,loc,,,,
v0^2v2^10v3^2[6-0],94,20,50,,,,,2,v0^2v1^4v2^8v4^1[7-0]
v0^2v1^4v2^4v3^4[6-0],94,20,50,,,,,,
v3^1v5^1[18-0],94,20,56,,loc,,,2,v3^1v4^2[19-0]
v0^1v1^4v2^14[2-0],94,21,48,,,,,,
v2^3v4^2[16-0],94,21,55,,loc,,,2,v1^2v2^2v4^2[17-0]
v0^1v3^1v5^1[18-0],94,21,56,,,,,,
v0^2v1^4v2^14[2-0],94,22,48,,,,,,
v1^4v2^2v4^2[14-0],94,22,54,,loc,,,2,v1^6v2^1v4^2[15-0]
v0^2v3^1v5^1[18-0],94,22,56,,,,,,
v0^3v1^4v2^14[2-0],94,23,48,,,,,,
v1^6v2^2v3^2v4^1[12-0],94,23,53,,loc,,,2,v1^6v2^2v3^4[13-0]
v0^1v1^4v2^2v4^2[14-0],94,23,54,,,,,2,v0^1v1^8v5^1[15-0]
v0^4v1^4v2^14[2-0],94,24,48,,,,,,
v1^8v2^4v3^1v4^1[10-0],94,24,52,,loc,,,2,v1^8v2^4v3^3[11-0]
v0^2v1^4v2^2v4^2[14-0],94,24,54,,,,,2,v0^2v1^8v5^1[15-0]
v0^5v1^4v2^14[2-0],94,25,48,,,,,,
v1^8v2^7v3^2[8-0],94,25,51,,loc,,,2,v1^10v2^6v3^2[9-0]
v1^12v2^1v3^4[8-0],94,25,51,,loc,,,2,v1^12v2^3v3^3[9-0]
v0^1v1^8v2^4v3^1v4^1[10-0],94,25,52,,,,,,
v0^6v1^4v2^14[2-0],94,26,48,,,,,,
v1^10v2^9v3^1[6-0],94,26,50,,loc,,,2,v1^10v2^11[7-0]
v1^16v3^4[6-0],94,26,50,,loc,,,2,v1^16v2^2v3^3[7-0]
v0^2v1^8v2^4v3^1v4^1[10-0],94,26,52,,,,,,
v0^7v1^4v2^14[2-0],94,27,48,,,,,,
v1^12v2^11[4-0],94,27,49,,loc,,,2,v1^20v2^1v3^3[5-0]
v0^1v1^10v2^9v3^1[6-0],94,27,50,,,,,2,v0^1v1^14v2^5v3^2[7-0]
v0^1v1^16v3^4[6-0],94,27,50,,,,,,
v0^8v1^4v2^14[2-0],94,28,48,,,,,,
v0^2v1^10v2^9v3^1[6-0],94,28,50,,,,,2,v0^2v1^14v2^5v3^2[7-0]
v0^2v1^16v3^4[6-0],94,28,50,,,,,,
v0^9v1^4v2^14[2-0],94,29,48,,,,,,
v0^10v1^4v2^14[2-0],94,30,48,,,,,,
v0^11v1^4v2^14[2-0],94,31,48,,,,,,
v1^24v3^3[4-0],94,31,49,,loc,,,,
v1^16v2^1v3^1v4^1[12-0],94,31,53,,loc,,,2,v1^16v2^1v3^3[13-0]
v0^12v1^4v2^14[2-0],94,32,48,,,,,,
v1^20v3^1v4^1[10-0],94,32,52,,loc,,,2,v1^20v3^3[11-0]
v0^13v1^4v2^14[2-0],94,33,48,,,,,,
v1^20v2^3v3^2[8-0],94,33,51,,loc,,,2,v1^22v2^2v3^2[9-0]
v0^1v1^20v3^1v4^1[10-0],94,33,52,,,,,,
v0^14v1^4v2^14[2-0],94,34,48,,,,,,
v1^24v2^2v3^2[6-0],94,34,50,,loc,,,2,v1^26v2^1v3^2[7-0]
v0^2v1^20v3^1v4^1[10-0],94,34,52,,,,,,
v1^26v2^4v3^1[4-0],94,35,49,,loc,,,2,v1^26v2^6[5-0]
v0^1v1^24v2^2v3^2[6-0],94,35,50,,,,,2,v0^1v1^28v4^1[7-0]
v1^28v2^6[2-0],94,36,48,,loc,,,,
v0^2v1^24v2^2v3^2[6-0],94,36,50,,,,,2,v0^2v1^28v4^1[7-0]
v0^1v1^28v2^6[2-0],94,37,48,,,,,,
v0^2v1^28v2^6[2-0],94,38,48,,,,,,
v0^3v1^28v2^6[2-0],94,39,48,,,,,,
v0^4v1^28v2^6[2-0],94,40,48,,,,,,
v1^26v2^3v3^1[10-0],94,40,52,,loc,,,,
v1^16v2^5v3^1[18-0],94,40,56,,loc,,,,
v1^20v2^1v4^1[18-0],94,40,56,,loc,,,,
v1^10v2^3v4^1[26-0],94,40,60,,loc,,,,
v1^12v3^1v4^1[26-0],94,40,60,,loc,,,,
v1^6v2^7v3^1[26-0],94,40,60,,loc,,,,
[5-24],95,5,50,,[6-22],[6-23],[6-25]+v0^2v1^28v2^2v3^2[6-0],,
[5-25],95,5,50,v0^1[5-25]+v2^15[5-0],,,,,
v0^1[5-25],95,6,50,,,,,,
v1^2v2^1v3^1[3-15],95,7,49,,v1^2v2^1v3^1[4-15]+v0^1v2^10v3^1[4-2]+v0^2v1^30v2^3v3^1[4-0],,,,
v4^2[5-4],95,7,50,,,,,2,v0^1v4^2[6-3]
v1^2v2^1[5-20],95,8,50,,,,,2,v0^1v2^2v3^1[6-11]
v4^1[7-7],95,8,51,,,,,2,v3^2[8-8]
v0^1v1^2v2^1[5-20],95,9,50,,,,,2,v0^2v2^2v3^1[6-11]
v3^4[5-6],95,9,50,v0^1v2^12[5-1],v1^1v2^1v4^2[6-2]+v2^5v3^1[6-8],v1^2v2^1v3^3[6-7]+v2^12[6-1]+v1^30v2^3v3^1[6-0],v3^4[6-7]+v0^2v2^1v3^1v4^1[6-8]+v2^8v3^2[6-1],,
v1^2v3^2v4^1[5-3],95,10,50,v2^15[5-0]+v1^32v2^2v3^1[5-0],v2^5v3^1[6-8],,v0^2v2^1v3^1v4^1[6-8]+v1^4v2^2v3^1[6-11]+v0^1v2^5v3^1v4^1[6-2]+v0^2v1^28v2^2v3^2[6-0],,
v2^2v3^1[7-9],95,10,51,,,,,2,v2^4[8-11]
v4^1[9-8],95,10,52,,,,,2,v3^2[10-7]
v1^2v2^4[5-14],95,11,50,,,,,2,v1^4v2^3[6-11]
v1^1v2^1v3^2[7-6],95,11,51,,v2^4v4^1[8-2]+v1^1v2^4[8-10]+v1^28v2^3v3^1[8-0],,v1^2v3^2[8-10],,
v2^4[7-10],95,11,51,,,,,,
v3^4[7-3],95,11,51,,v2^4v4^1[8-2]+v1^1v2^4[8-10]+v1^28v2^3v3^1[8-0],,v1^2v3^2[8-10],,
v3^2[9-9],95,11,52,,,,,,
v1^6v2^3[3-13],95,12,49,,,,,2,v1^8v2^2[4-12]
v1^2v2^1v3^1v4^1[7-4],95,12,51,,,,,,
v2^8v3^2[3-3],95,13,49,,,,,3,v2^12[4-2]
v1^2v2^5v3^1[5-9],95,13,50,,,,,,
v1^2v2^1v3^1[9-12],95,13,52,,,,,2,v1^2v2^3[10-10]
v1^1v2^2v3^1[9-9],95,13,52,,,,,,
v2^2v3^2[9-5],95,13,52,v2^7[9-3],,v0^1v2^1v3^1v4^1[10-2],,,
v1^2[11-9],95,13,53,,,,,,
v0^1v1^2v2^5v3^1[5-9],95,14,50,,,,,,
v1^6v3^1[7-9],95,14,51,,,,,3,v1^2v2^2v3^5[8-0]
v1^4v2^3[7-9],95,14,51,,,,,,
v1^8v2^2[5-14],95,15,50,,,,,,
v1^2v3^6[7-0],95,15,51,,loc,,,,
v2^1v3^1[13-5],95,15,54,,,,,2,v0^1v3^2[14-1]
v2^1v3^1[13-4],95,15,54,,,,,3,v2^1v3^1v4^2[14-0]
v3^2[13-2],95,15,54,,,,,,
v1^12v2^1[3-13],95,16,49,,v1^12v2^1[4-12]+v0^2v1^30v2^3v3^1[4-0],,,,
v1^1v2^10[5-3],95,16,50,,,,,2,v1^2v2^7v3^3[6-0]
v2^7[9-3],95,16,52,,,,,,
v1^4v3^1[11-6],95,16,53,,,,,3,v1^4v3^1v4^2[12-0]
v1^2v2^3[11-6],95,16,53,,,,,,
v0^1v1^1v2^10[5-3],95,17,50,,,,,2,v0^1v1^4v2^4v3^4[6-0]
v2^12[5-1],95,17,50,v0^1v2^12[5-1],,v2^12[6-1],,,
v1^1v2^6v3^1[9-1],95,17,52,,,,,2,v0^1v2^8[10-1]
v2^6[11-3],95,17,53,,,,,,
v1^1v3^1[15-3],95,17,55,,v1^2[16-3]+v1^22v2^1v4^1[16-0],,v1^2[16-5],,
[17-4],95,17,56,,,[18-5],,,
[17-5],95,17,56,,[18-4],,v2^1[18-4]+v1^14v2^7v3^1[18-0],,
v1^2v2^15[1-0],95,18,48,,loc,,,2,v1^4v2^14[2-0]
v0^2v1^1v2^10[5-3],95,18,50,,,,,2,v0^2v1^4v2^4v3^4[6-0]
v0^1v2^12[5-1],95,18,50,v2^15[5-0]+v1^32v2^2v3^1[5-0],,,,,
v1^10v2^1[7-9],95,18,51,,,,,,
v1^2v3^1[15-2],95,18,55,,,,,3,v1^2v3^1v4^2[16-0]
v0^1v1^2v2^15[1-0],95,19,48,,,,,2,v0^1v1^4v2^14[2-0]
v2^2[17-1],95,19,56,,,,,2,v0^1v3^1v5^1[18-0]
v0^2v1^2v2^15[1-0],95,20,48,,,,,2,v0^2v1^4v2^14[2-0]
v2^4v3^2v4^1[13-0],95,20,54,,loc,,,2,v2^4v3^4[14-0]
v0^1v2^2[17-1],95,20,56,,,,,2,v0^2v3^1v5^1[18-0]
v2^1[19-1],95,20,57,,,,,,
v0^3v1^2v2^15[1-0],95,21,48,,,,,2,v0^3v1^4v2^14[2-0]
v1^2v2^6v3^1v4^1[11-0],95,21,53,,loc,,,2,v1^2v2^6v3^3[12-0]
v1^6v3^3v4^1[11-0],95,21,53,,loc,,,2,v1^6v3^5[12-0]
v0^1v2^4v3^2v4^1[13-0],95,21,54,,,,,,
v0^4v1^2v2^15[1-0],95,22,48,,,,,2,v0^4v1^4v2^14[2-0]
v1^6v2^5v3^1v4^1[9-0],95,22,52,,loc,,,2,v1^6v2^5v3^3[10-0]
v1^8v3^5[9-0],95,22,52,,loc,,,,
v0^2v2^4v3^2v4^1[13-0],95,22,54,,,,,,
v0^5v1^2v2^15[1-0],95,23,48,,,,,2,v0^5v1^4v2^14[2-0]
v1^8v2^5v3^3[7-0],95,23,51,,loc,,,2,v1^10v2^4v3^3[8-0]
v1^6v2^8v3^2[7-0],95,23,51,,loc,,,,
v0^1v1^6v2^5v3^1v4^1[9-0],95,23,52,,,,,2,v0^1v1^8v2^4v3^1v4^1[10-0]
v0^1v1^8v3^5[9-0],95,23,52,,,,,,
v0^6v1^2v2^15[1-0],95,24,48,,,,,2,v0^6v1^4v2^14[2-0]
v1^12v2^4v3^3[5-0],95,24,50,,loc,,,2,v1^14v2^3v3^3[6-0]
v1^8v2^10v3^1[5-0],95,24,50,,loc,,,2,v1^8v2^12[6-0]
v0^2v1^6v2^5v3^1v4^1[9-0],95,24,52,,,,,2,v0^2v1^8v2^4v3^1v4^1[10-0]
v0^2v1^8v3^5[9-0],95,24,52,,,,,,
v0^7v1^2v2^15[1-0],95,25,48,,,,,2,v0^7v1^4v2^14[2-0]
v0^1v1^12v2^4v3^3[5-0],95,25,50,,,,,2,v0^1v1^16v3^4[6-0]
v0^1v1^8v2^10v3^1[5-0],95,25,50,,,,,,
v0^8v1^2v2^15[1-0],95,26,48,,,,,2,v0^8v1^4v2^14[2-0]
v0^2v1^12v2^4v3^3[5-0],95,26,50,,,,,2,v0^2v1^16v3^4[6-0]
v0^2v1^8v2^10v3^1[5-0],95,26,50,,,,,,
v0^9v1^2v2^15[1-0],95,27,48,,,,,2,v0^9v1^4v2^14[2-0]
v1^10v4^2[15-0],95,27,55,,loc,,,,
v0^10v1^2v2^15[1-0],95,28,48,,,,,2,v0^10v1^4v2^14[2-0]
v1^12v3^2v4^1[13-0],95,28,54,,loc,,,2,v1^12v3^4[14-0]
v0^11v1^2v2^15[1-0],95,29,48,,,,,2,v0^11v1^4v2^14[2-0]
v1^16v2^10[3-0],95,29,49,,loc,,,2,v1^24v3^3[4-0]
v1^12v2^5v4^1[11-0],95,29,53,,loc,,,2,v1^12v2^5v3^2[12-0]
v0^1v1^12v3^2v4^1[13-0],95,29,54,,,,,,
v0^12v1^2v2^15[1-0],95,30,48,,,,,2,v0^12v1^4v2^14[2-0]
v1^16v2^4v4^1[9-0],95,30,52,,loc,,,2,v1^16v2^4v3^2[10-0]
v0^2v1^12v3^2v4^1[13-0],95,30,54,,,,,,
v0^13v1^2v2^15[1-0],95,31,48,,,,,2,v0^13v1^4v2^14[2-0]
v1^18v2^4v3^2[7-0],95,31,51,,loc,,,2,v1^22v3^3[8-0]
v0^1v1^16v2^4v4^1[9-0],95,31,52,,,,,2,v0^1v1^20v3^1v4^1[10-0]
v0^14v1^2v2^15[1-0],95,32,48,,,,,2,v0^14v1^4v2^14[2-0]
v1^20v2^6v3^1[5-0],95,32,50,,loc,,,2,v1^20v2^8[6-0]
v0^2v1^16v2^4v4^1[9-0],95,32,52,,,,,2,v0^2v1^20v3^1v4^1[10-0]
v0^15v1^2v2^15[1-0],95,33,48,,,,,3,v1^28v2^6[2-0]
v1^22v2^8[3-0],95,33,49,,loc,,,2,v1^24v2^7[4-0]
v0^1v1^20v2^6v3^1[5-0],95,33,50,,,,,,
v0^16v1^2v2^15[1-0],95,34,48,,,,,3,v0^1v1^28v2^6[2-0]
v0^2v1^20v2^6v3^1[5-0],95,34,50,,,,,,
v0^17v1^2v2^15[1-0],95,35,48,,,,,3,v0^2v1^28v2^6[2-0]
v0^18v1^2v2^15[1-0],95,36,48,,,,,3,v0^3v1^28v2^6[2-0]
v0^19v1^2v2^15[1-0],95,37,48,,,,,3,v0^4v1^28v2^6[2-0]
v0^21v1^2v2^15[1-0],95,39,48,v0^22v1^2v2^15[1-0],,,,,
v1^30v3^2[7-0],95,39,51,,loc,,,,
v0^22v1^2v2^15[1-0],95,40,48,,,,,,
v1^30v2^5[5-0],95,40,50,,loc,,,,
v1^32v2^2v3^1[5-0],95,40,50,,loc,,,,
v1^22v2^4v3^1[13-0],95,40,54,,loc,,,,
v1^26v4^1[13-0],95,40,54,,loc,,,,
v1^12v2^6v3^1[21-0],95,40,58,,loc,,,,
v1^16v2^2v4^1[21-0],95,40,58,,loc,,,,
v1^1[4-23],96,5,50,,,,,,
[6-22],96,6,51,,[7-19]+v3^2[7-9]+v0^2v4^3[7-0],,[7-23],,
v1^2v2^1v3^1[4-15],96,8,50,,,,,,
v3^4[4-6],96,8,50,v2^10v3^1[4-2]+v0^2v1^30v2^3v3^1[4-0],v3^4[5-7],v2^7v4^1[5-2]+v0^2v1^30v2^1v3^2[5-0],v3^4[5-9]+v3^7[5-0]+v2^9v3^1[5-4]+v1^30v2^4v3^1[5-0],,
v0^1v3^4[4-6],96,9,50,,,,,,
v2^1v3^1v4^1[6-7],96,9,51,,,,,2,v2^4[7-10]
v3^2v4^1[6-5],96,9,51,,,,,3,v1^2v2^1v3^1v4^1[7-4]
v4^1[8-8],96,9,52,,,,,2,v3^2[9-9]
v1^1v2^1v4^2[6-2],96,10,51,,v0^2v4^3[7-0]+v1^1v2^5[7-7],,,,
v3^4[6-6],96,10,51,,,,,,
v1^2v2^2v3^2v4^1[4-2],96,11,50,,,,,2,v1^2v2^5v3^1[5-9]
v2^2v3^1[8-11],96,11,52,,,,,2,v1^1v2^2v3^1[9-9]
v4^1[10-7],96,11,53,,,,,2,v1^2[11-9]
v0^1v1^2v2^2v3^2v4^1[4-2],96,12,50,,,,,2,v0^1v1^2v2^5v3^1[5-9]
v1^4v2^1v3^1[6-11],96,12,51,,,,,2,v1^4v2^3[7-9]
v1^2v2^4[6-11],96,12,51,,,,,,
v2^5v3^1[6-8],96,12,51,,v1^1v2^5[7-7],,,,
v1^1v2^3[8-13],96,12,52,,,,,,
v1^2v3^2[8-7],96,12,52,,,,,,
[12-11],96,12,54,,[13-12],[13-13],,,
v1^8v3^1[4-12],96,13,50,,,,,2,v1^8v2^2[5-14]
v1^6v2^3[4-12],96,13,50,,,,,,
v2^1v3^6[6-0],96,13,51,,loc,,,2,v1^2v3^6[7-0]
v1^1v2^4[8-10],96,13,52,,,v2^5v3^1[9-5]+v1^30v4^1[9-0],,,
v2^4v4^1[8-2],96,13,52,,,v2^5v3^1[9-5]+v1^30v4^1[9-0],,,
v0^1v1^8v3^1[4-12],96,14,50,,,,,,
v0^1v1^1v2^4[8-10],96,14,52,,,,,,
v1^2v2^1v3^1[10-10],96,14,53,,,,,2,v1^2v2^3[11-6]
v2^1v3^3[10-2],96,14,53,,,,,3,v2^6[11-3]
v1^2v2^1v3^1[10-9],96,14,53,,,,,,
v0^2v1^8v3^1[4-12],96,15,50,,,,,,
v2^10v3^1[4-2],96,15,50,v0^1v2^10v3^1[4-2],,v2^11[5-3]+v0^2v1^30v2^1v3^2[5-0],,,
v1^6v3^1[8-11],96,15,52,,,,,3,v1^2v2^2v3^5[9-0]
v1^4v2^3[8-11],96,15,52,,,,,,
v0^1v2^10v3^1[4-2],96,16,50,,,,,,
v2^9v3^1[6-2],96,16,51,,,,,2,v1^10v2^1[7-9]
